tenure,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,AverageCharges,Churn
7,DSL,Yes,Month-to-month,Electronic check,78.5,571.05,81.58,0
69,No,No internet service,Two year,Credit card (automatic),19.95,1399.35,20.28,0
7,No,No internet service,One year,Mailed check,20.65,150.0,21.43,0
5,DSL,No,Month-to-month,Electronic check,30.5,167.2,33.44,0
72,Fiber optic,Yes,Two year,Credit card (automatic),106.1,7657.4,106.35,0
44,No,No internet service,One year,Bank transfer (automatic),20.5,865.05,19.66,0
65,Fiber optic,No,One year,Electronic check,95.5,6153.85,94.67,0
3,DSL,Yes,Month-to-month,Electronic check,64.6,174.2,58.07,0
24,DSL,Yes,Month-to-month,Credit card (automatic),51.1,1269.6,52.9,0
44,Fiber optic,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,87.79,1
72,DSL,Yes,Two year,Credit card (automatic),89.1,6352.4,88.23,0
24,DSL,Yes,Month-to-month,Electronic check,54.95,1348.5,56.19,0
1,DSL,No,Month-to-month,Mailed check,50.9,50.9,50.9,1
22,No,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,21.43,0
70,DSL,Yes,Two year,Credit card (automatic),85.95,5931.75,84.74,0
25,DSL,No,Month-to-month,Electronic check,60.35,1404.65,56.19,0
37,No,No internet service,Two year,Bank transfer (automatic),19.8,726.1,19.62,0
22,Fiber optic,No,Month-to-month,Bank transfer (automatic),85.35,1961.6,89.16,0
59,DSL,Yes,Two year,Bank transfer (automatic),72.1,4194.85,71.1,0
49,Fiber optic,No,Month-to-month,Electronic check,99.8,4872.45,99.44,1
47,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,108.91,1
31,No,No internet service,Month-to-month,Mailed check,19.55,658.95,21.26,1
1,Fiber optic,No,Month-to-month,Electronic check,81.05,81.05,81.05,0
3,No,No internet service,Month-to-month,Electronic check,20.5,76.95,25.65,0
53,Fiber optic,Yes,One year,Bank transfer (automatic),111.8,5809.75,109.62,0
1,No,No internet service,Month-to-month,Mailed check,20.2,20.2,20.2,0
20,No,No internet service,One year,Mailed check,19.7,415.9,20.8,0
3,Fiber optic,No,Month-to-month,Electronic check,79.1,246.5,82.17,1
51,No,No internet service,One year,Bank transfer (automatic),19.85,996.95,19.55,0
51,DSL,Yes,One year,Bank transfer (automatic),60.5,3145.15,61.67,0
13,No,No internet service,Two year,Mailed check,19.55,265.3,20.41,0
1,No,No internet service,Month-to-month,Mailed check,20.9,20.9,20.9,0
1,No,No internet service,Month-to-month,Mailed check,21.05,21.05,21.05,0
63,DSL,Yes,One year,Electronic check,71.5,4576.3,72.64,0
3,DSL,No,Month-to-month,Mailed check,54.65,189.1,63.03,0
46,No,No internet service,Two year,Credit card (automatic),19.2,908.15,19.74,0
1,DSL,No,Month-to-month,Credit card (automatic),49.8,49.8,49.8,0
8,DSL,No,Month-to-month,Mailed check,25.5,215.2,26.9,1
71,No,No internet service,Two year,Bank transfer (automatic),20.5,1500.95,21.14,0
55,Fiber optic,No,Month-to-month,Credit card (automatic),90.4,5099.15,92.71,0
70,Fiber optic,Yes,One year,Bank transfer (automatic),90.25,6385.95,91.23,0
2,Fiber optic,No,Month-to-month,Electronic check,80.75,159.45,79.72,1
67,Fiber optic,Yes,Two year,Bank transfer (automatic),104.6,6885.75,102.77,0
65,Fiber optic,No,Month-to-month,Bank transfer (automatic),91.85,5940.85,91.4,1
14,DSL,No,Month-to-month,Credit card (automatic),50.2,668.85,47.78,0
20,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),95.5,1916.2,95.81,0
1,Fiber optic,No,Month-to-month,Electronic check,75.35,75.35,75.35,1
1,Fiber optic,No,Month-to-month,Electronic check,75.45,75.45,75.45,1
49,Fiber optic,No,Month-to-month,Bank transfer (automatic),95.4,4613.95,94.16,0
72,Fiber optic,No,Two year,Bank transfer (automatic),101.3,7261.25,100.85,0
46,DSL,No,Month-to-month,Electronic check,53.1,2459.8,53.47,0
24,Fiber optic,No,Month-to-month,Bank transfer (automatic),84.85,2048.8,85.37,0
5,DSL,Yes,Month-to-month,Electronic check,34.25,163.55,32.71,0
33,Fiber optic,Yes,Month-to-month,Credit card (automatic),88.6,2888.7,87.54,0
42,DSL,No,One year,Bank transfer (automatic),60.15,2421.6,57.66,0
23,Fiber optic,No,One year,Credit card (automatic),99.95,2292.75,99.68,0
8,Fiber optic,No,Month-to-month,Bank transfer (automatic),70.7,553.4,69.18,0
66,DSL,No,One year,Mailed check,54.8,3465.7,52.51,0
24,DSL,No,Month-to-month,Bank transfer (automatic),49.55,1210.4,50.43,1
24,DSL,No,Month-to-month,Credit card (automatic),54.8,1291.3,53.8,0
69,DSL,Yes,One year,Credit card (automatic),78.6,5356.45,77.63,1
53,Fiber optic,No,One year,Mailed check,100.3,5200.8,98.13,0
60,DSL,No,Two year,Electronic check,53.6,3237.05,53.95,0
7,Fiber optic,No,Month-to-month,Electronic check,81.1,576.65,82.38,1
20,No,No internet service,One year,Credit card (automatic),19.35,433.75,21.69,0
23,Fiber optic,No,Month-to-month,Electronic check,85.6,1868.4,81.23,0
72,DSL,Yes,Two year,Electronic check,80.8,5728.55,79.56,0
11,Fiber optic,No,Month-to-month,Electronic check,74.95,825.7,75.06,1
21,No,No internet service,Two year,Mailed check,19.6,390.4,18.59,0
1,Fiber optic,No,Month-to-month,Electronic check,93.55,93.55,93.55,1
31,Fiber optic,No,Month-to-month,Electronic check,90.7,2845.15,91.78,0
57,DSL,Yes,Two year,Mailed check,69.75,3894.4,68.32,0
45,No,No internet service,Two year,Bank transfer (automatic),20.0,886.4,19.7,0
10,Fiber optic,No,Month-to-month,Electronic check,95.25,1021.55,102.16,0
58,Fiber optic,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,101.47,1
14,No,No internet service,Month-to-month,Mailed check,19.95,268.4,19.17,0
27,DSL,Yes,One year,Mailed check,80.85,2204.35,81.64,0
14,Fiber optic,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,89.93,1
12,DSL,No,Month-to-month,Mailed check,29.2,309.1,25.76,1
69,Fiber optic,Yes,Two year,Bank transfer (automatic),93.3,6398.05,92.73,0
25,Fiber optic,No,Month-to-month,Bank transfer (automatic),89.15,2257.75,90.31,1
58,Fiber optic,No,One year,Electronic check,108.85,6287.25,108.4,1
35,DSL,Yes,Two year,Credit card (automatic),46.35,1662.05,47.49,0
16,Fiber optic,No,Month-to-month,Electronic check,84.75,1350.15,84.38,1
45,DSL,No,One year,Credit card (automatic),78.75,3600.65,80.01,0
17,Fiber optic,No,Month-to-month,Electronic check,83.55,1329.15,78.19,0
1,DSL,No,Month-to-month,Electronic check,45.7,45.7,45.7,1
22,No,No internet service,One year,Mailed check,19.6,422.5,19.2,0
1,Fiber optic,No,Month-to-month,Electronic check,69.95,69.95,69.95,1
67,DSL,Yes,Two year,Mailed check,67.85,4627.65,69.07,0
67,Fiber optic,Yes,Two year,Bank transfer (automatic),105.65,6717.9,100.27,0
2,DSL,No,Month-to-month,Electronic check,44.6,97.1,48.55,1
23,Fiber optic,No,Month-to-month,Electronic check,74.95,1710.45,74.37,1
9,Fiber optic,No,Month-to-month,Credit card (automatic),75.5,637.4,70.82,0
5,No,No internet service,Month-to-month,Mailed check,20.15,117.95,23.59,0
54,DSL,Yes,Two year,Credit card (automatic),45.2,2460.55,45.57,0
57,Fiber optic,No,Two year,Electronic check,95.25,5464.65,95.87,1
24,Fiber optic,No,Month-to-month,Mailed check,89.85,2165.05,90.21,1
49,Fiber optic,No,One year,Mailed check,100.45,4941.8,100.85,1
5,DSL,No,Month-to-month,Electronic check,47.15,223.15,44.63,1
2,Fiber optic,No,Month-to-month,Electronic check,80.2,181.1,90.55,1
4,Fiber optic,Yes,Month-to-month,Mailed check,87.1,341.45,85.36,1
70,DSL,Yes,Two year,Bank transfer (automatic),79.25,5731.85,81.88,0
5,Fiber optic,No,Month-to-month,Bank transfer (automatic),75.9,357.75,71.55,1
53,DSL,Yes,Month-to-month,Electronic check,85.7,4616.1,87.1,0
47,Fiber optic,No,Month-to-month,Electronic check,98.75,4533.7,96.46,1
31,No,No internet service,One year,Credit card (automatic),20.1,589.25,19.01,0
13,DSL,Yes,Month-to-month,Bank transfer (automatic),61.8,750.1,57.7,0
28,DSL,No,Month-to-month,Mailed check,49.9,1410.25,50.37,0
10,Fiber optic,No,Month-to-month,Electronic check,86.45,830.85,83.08,1
38,No,No internet service,Two year,Bank transfer (automatic),20.4,743.5,19.57,0
1,DSL,No,Month-to-month,Mailed check,45.3,45.3,45.3,1
67,Fiber optic,No,One year,Electronic check,104.1,7040.85,105.09,1
52,DSL,No,One year,Mailed check,75.4,3865.45,74.34,0
62,Fiber optic,Yes,Two year,Mailed check,108.15,6825.65,110.09,0
16,Fiber optic,No,Month-to-month,Electronic check,86.25,1340.1,83.76,0
5,Fiber optic,No,Month-to-month,Electronic check,81.0,371.65,74.33,1
12,Fiber optic,No,One year,Electronic check,95.7,1184.0,98.67,0
72,Fiber optic,Yes,Two year,Bank transfer (automatic),116.85,8477.7,117.75,0
71,Fiber optic,Yes,One year,Bank transfer (automatic),105.75,7382.85,103.98,0
24,No,No internet service,One year,Mailed check,20.15,456.85,19.04,0
15,No,No internet service,Two year,Mailed check,19.6,331.6,22.11,0
67,Fiber optic,No,One year,Credit card (automatic),90.6,6056.15,90.39,1
2,DSL,No,Month-to-month,Bank transfer (automatic),60.95,134.6,67.3,0
5,DSL,No,Month-to-month,Mailed check,25.05,125.5,25.1,0
15,Fiber optic,No,Month-to-month,Electronic check,88.15,1390.6,92.71,1
1,No,No internet service,Month-to-month,Mailed check,20.2,20.2,20.2,1
41,DSL,No,One year,Bank transfer (automatic),60.3,2511.3,61.25,0
43,DSL,No,Month-to-month,Electronic check,63.95,2737.05,63.65,0
1,Fiber optic,No,Month-to-month,Electronic check,74.3,74.3,74.3,0
1,Fiber optic,No,Month-to-month,Mailed check,70.6,70.6,70.6,0
26,Fiber optic,No,Month-to-month,Electronic check,90.8,2361.8,90.84,1
22,Fiber optic,No,Month-to-month,Electronic check,79.35,1730.35,78.65,1
71,DSL,Yes,Two year,Bank transfer (automatic),90.55,6404.0,90.2,0
7,No,No internet service,Two year,Mailed check,19.45,165.35,23.62,0
28,DSL,Yes,Month-to-month,Bank transfer (automatic),64.45,1867.6,66.7,0
16,Fiber optic,No,Month-to-month,Electronic check,69.65,1043.3,65.21,0
7,No,No internet service,One year,Mailed check,19.5,128.6,18.37,0
69,Fiber optic,Yes,Two year,Bank transfer (automatic),110.5,7455.45,108.05,0
1,DSL,No,Month-to-month,Mailed check,24.7,24.7,24.7,0
3,DSL,No,Month-to-month,Electronic check,77.4,206.15,68.72,0
21,Fiber optic,No,Month-to-month,Bank transfer (automatic),96.8,2030.3,96.68,1
69,Fiber optic,No,Month-to-month,Bank transfer (automatic),85.4,5869.4,85.06,0
71,DSL,Yes,Two year,Bank transfer (automatic),47.6,3377.8,47.57,0
69,No,No internet service,Two year,Mailed check,19.4,1346.2,19.51,0
48,Fiber optic,Yes,Month-to-month,Electronic check,103.85,4946.05,103.04,0
47,Fiber optic,No,Month-to-month,Bank transfer (automatic),83.35,4065.0,86.49,1
2,DSL,No,Month-to-month,Electronic check,49.4,106.55,53.28,1
45,Fiber optic,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,110.33,0
51,Fiber optic,No,Month-to-month,Bank transfer (automatic),81.0,4085.75,80.11,0
22,DSL,Yes,Month-to-month,Electronic check,79.2,1742.75,79.22,1
72,DSL,Yes,Two year,Bank transfer (automatic),86.65,6224.8,86.46,0
37,Fiber optic,No,Month-to-month,Electronic check,92.95,3415.25,92.3,0
71,DSL,Yes,Two year,Electronic check,90.35,6325.25,89.09,0
7,DSL,No,Month-to-month,Electronic check,48.7,340.25,48.61,1
66,No,No internet service,Two year,Credit card (automatic),25.15,1683.6,25.51,0
51,DSL,Yes,One year,Bank transfer (automatic),76.4,3966.3,77.77,0
30,No,No internet service,One year,Bank transfer (automatic),19.55,608.5,20.28,0
34,Fiber optic,No,Month-to-month,Electronic check,85.35,2896.6,85.19,0
64,No,No internet service,Two year,Mailed check,24.8,1514.85,23.67,0
65,Fiber optic,No,One year,Bank transfer (automatic),103.15,6792.45,104.5,0
47,Fiber optic,Yes,Month-to-month,Mailed check,100.75,4669.2,99.34,0
1,Fiber optic,No,Month-to-month,Electronic check,95.6,95.6,95.6,1
49,DSL,No,Month-to-month,Credit card (automatic),59.75,2934.3,59.88,1
67,Fiber optic,Yes,Two year,Credit card (automatic),94.1,6302.8,94.07,0
39,No,No internet service,One year,Bank transfer (automatic),19.35,779.2,19.98,0
14,No,No internet service,Month-to-month,Mailed check,19.9,283.75,20.27,0
43,Fiber optic,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,106.99,1
56,Fiber optic,No,Month-to-month,Electronic check,101.05,5594.0,99.89,0
14,DSL,Yes,One year,Credit card (automatic),59.1,772.85,55.2,0
1,Fiber optic,No,Month-to-month,Electronic check,71.35,71.35,71.35,1
16,DSL,No,One year,Mailed check,55.85,857.8,53.61,0
70,Fiber optic,No,Month-to-month,Electronic check,106.05,7554.05,107.92,0
72,DSL,No,Two year,Credit card (automatic),84.1,5981.65,83.08,0
23,Fiber optic,No,Month-to-month,Credit card (automatic),75.3,1702.9,74.04,0
21,No,No internet service,Month-to-month,Mailed check,24.7,467.15,22.25,0
1,No,No internet service,Month-to-month,Mailed check,20.15,20.15,20.15,1
1,Fiber optic,No,Month-to-month,Bank transfer (automatic),69.75,69.75,69.75,1
32,Fiber optic,No,Month-to-month,Electronic check,93.2,2931.0,91.59,1
17,Fiber optic,No,Month-to-month,Electronic check,80.85,1400.85,82.4,1
4,DSL,No,Month-to-month,Electronic check,33.65,137.85,34.46,1
36,DSL,No,One year,Electronic check,55.8,1941.5,53.93,0
50,DSL,Yes,Two year,Credit card (automatic),39.7,1932.75,38.66,0
48,DSL,Yes,Month-to-month,Credit card (automatic),29.5,1423.05,29.65,0
50,No,No internet service,Two year,Credit card (automatic),20.15,970.85,19.42,0
72,DSL,Yes,Two year,Credit card (automatic),79.55,5810.9,80.71,0
10,No,No internet service,Month-to-month,Credit card (automatic),24.8,223.9,22.39,0
18,No,No internet service,Month-to-month,Mailed check,19.65,391.7,21.76,0
1,Fiber optic,No,Month-to-month,Electronic check,79.95,79.95,79.95,1
1,No,No internet service,Month-to-month,Electronic check,19.3,19.3,19.3,1
9,Fiber optic,No,Month-to-month,Electronic check,94.05,811.65,90.18,0
2,Fiber optic,No,Month-to-month,Mailed check,90.75,174.75,87.38,0
40,Fiber optic,Yes,Month-to-month,Credit card (automatic),78.85,3126.85,78.17,0
69,Fiber optic,No,One year,Bank transfer (automatic),99.5,6841.45,99.15,0
37,Fiber optic,Yes,One year,Electronic check,99.2,3754.6,101.48,1
18,Fiber optic,No,Month-to-month,Credit card (automatic),80.55,1406.65,78.15,0
11,Fiber optic,No,Month-to-month,Electronic check,70.2,834.7,75.88,0
8,Fiber optic,No,Month-to-month,Credit card (automatic),85.2,627.4,78.42,1
3,Fiber optic,No,Month-to-month,Electronic check,75.25,242.0,80.67,1
55,DSL,No,One year,Credit card (automatic),59.45,3157.0,57.4,0
33,Fiber optic,No,Month-to-month,Electronic check,93.35,3092.0,93.7,0
46,DSL,No,Month-to-month,Bank transfer (automatic),44.95,2168.9,47.15,0
34,No,No internet service,Two year,Bank transfer (automatic),26.1,980.35,28.83,0
3,No,No internet service,Month-to-month,Electronic check,20.2,65.95,21.98,0
30,No,No internet service,Two year,Mailed check,21.25,711.9,23.73,0
33,DSL,Yes,One year,Electronic check,59.4,1952.8,59.18,0
45,Fiber optic,No,One year,Credit card (automatic),95.0,4368.85,97.09,0
40,DSL,Yes,Month-to-month,Mailed check,61.9,2647.1,66.18,0
71,Fiber optic,Yes,Two year,Electronic check,118.65,8477.6,119.4,0
1,DSL,No,Month-to-month,Electronic check,54.35,54.35,54.35,1
72,DSL,Yes,Two year,Bank transfer (automatic),64.45,4528.0,62.89,0
22,Fiber optic,No,Month-to-month,Electronic check,80.15,1790.65,81.39,0
46,No,No internet service,One year,Bank transfer (automatic),20.2,845.6,18.38,0
55,No,No internet service,Two year,Mailed check,21.0,1210.3,22.01,0
1,No,No internet service,Month-to-month,Mailed check,20.45,20.45,20.45,0
12,DSL,Yes,One year,Mailed check,75.85,854.45,71.2,0
31,Fiber optic,No,Month-to-month,Electronic check,80.45,2429.1,78.36,0
5,DSL,No,Month-to-month,Electronic check,24.95,100.4,20.08,1
67,DSL,No,Two year,Electronic check,75.5,5229.45,78.05,0
1,DSL,No,Month-to-month,Mailed check,44.45,44.45,44.45,0
40,DSL,No,One year,Electronic check,42.35,1716.45,42.91,1
41,DSL,No,Month-to-month,Credit card (automatic),74.55,3023.55,73.75,0
1,Fiber optic,No,Month-to-month,Electronic check,75.3,75.3,75.3,1
51,Fiber optic,No,One year,Electronic check,94.8,4837.6,94.85,1
42,DSL,Yes,Two year,Credit card (automatic),48.15,2032.3,48.39,0
23,No,No internet service,One year,Mailed check,19.65,436.9,19.0,0
1,Fiber optic,No,Month-to-month,Electronic check,70.55,70.55,70.55,1
1,No,No internet service,Month-to-month,Mailed check,20.15,20.15,20.15,0
56,Fiber optic,No,Month-to-month,Credit card (automatic),106.6,5893.95,105.25,0
15,Fiber optic,No,Month-to-month,Electronic check,91.0,1430.05,95.34,0
12,No,No internet service,Two year,Bank transfer (automatic),25.4,313.0,26.08,0
54,DSL,Yes,Two year,Bank transfer (automatic),69.95,3871.85,71.7,0
7,DSL,No,Month-to-month,Electronic check,66.85,458.1,65.44,0
33,Fiber optic,No,Month-to-month,Credit card (automatic),86.15,2745.7,83.2,1
16,No,No internet service,Month-to-month,Electronic check,20.15,341.35,21.33,0
21,DSL,No,One year,Mailed check,64.85,1336.8,63.66,0
30,DSL,No,Two year,Electronic check,74.85,2181.75,72.72,0
3,DSL,Yes,Month-to-month,Mailed check,50.5,147.75,49.25,0
11,Fiber optic,No,Month-to-month,Electronic check,72.9,818.45,74.4,0
62,Fiber optic,Yes,One year,Credit card (automatic),115.05,7133.45,115.06,0
18,No,No internet service,Month-to-month,Electronic check,19.0,348.8,19.38,0
6,No,No internet service,Month-to-month,Mailed check,19.55,128.6,21.43,0
46,Fiber optic,No,One year,Electronic check,101.1,4674.4,101.62,0
21,Fiber optic,No,Month-to-month,Electronic check,84.1,1737.45,82.74,0
68,No,No internet service,Two year,Bank transfer (automatic),24.15,1498.85,22.04,0
1,DSL,No,Month-to-month,Electronic check,50.1,50.1,50.1,0
25,Fiber optic,No,Month-to-month,Electronic check,74.6,1797.75,71.91,0
24,No,No internet service,Two year,Mailed check,19.75,498.1,20.75,0
30,Fiber optic,No,Month-to-month,Electronic check,85.0,2624.25,87.48,1
2,Fiber optic,No,Month-to-month,Electronic check,80.55,184.1,92.05,1
51,Fiber optic,No,One year,Bank transfer (automatic),106.8,5498.8,107.82,0
57,DSL,Yes,Two year,Electronic check,84.5,4845.4,85.01,0
15,No,No internet service,Two year,Bank transfer (automatic),25.05,369.1,24.61,0
72,DSL,Yes,Two year,Bank transfer (automatic),83.7,6096.9,84.68,0
2,Fiber optic,No,Month-to-month,Electronic check,75.8,160.75,80.38,1
28,Fiber optic,No,Month-to-month,Credit card (automatic),96.6,2684.35,95.87,0
29,Fiber optic,No,Month-to-month,Electronic check,98.5,3004.15,103.59,1
70,Fiber optic,Yes,Two year,Credit card (automatic),101.1,6994.8,99.93,0
13,No,No internet service,One year,Mailed check,20.2,273.25,21.02,0
59,Fiber optic,Yes,One year,Electronic check,94.05,5483.9,92.95,0
13,Fiber optic,No,Month-to-month,Electronic check,95.25,1233.65,94.9,1
7,Fiber optic,No,Month-to-month,Mailed check,74.4,527.9,75.41,1
62,DSL,Yes,Two year,Mailed check,81.0,4985.9,80.42,0
21,DSL,Yes,One year,Electronic check,60.25,1258.35,59.92,0
2,DSL,No,Month-to-month,Electronic check,60.85,111.4,55.7,0
1,DSL,No,Month-to-month,Credit card (automatic),43.95,43.95,43.95,0
4,Fiber optic,No,Month-to-month,Electronic check,86.05,308.1,77.03,0
19,No,No internet service,One year,Credit card (automatic),20.25,383.65,20.19,0
30,Fiber optic,Yes,Month-to-month,Electronic check,85.15,2555.9,85.2,1
67,No,No internet service,Two year,Credit card (automatic),19.4,1284.2,19.17,0
72,Fiber optic,No,Two year,Credit card (automatic),102.65,7550.3,104.87,0
53,No,No internet service,Two year,Credit card (automatic),19.9,1110.05,20.94,0
5,No,No internet service,One year,Electronic check,19.55,99.6,19.92,0
71,Fiber optic,Yes,Two year,Credit card (automatic),95.5,6707.15,94.47,0
50,DSL,Yes,One year,Credit card (automatic),84.15,4164.4,83.29,0
56,Fiber optic,Yes,Two year,Electronic check,103.2,5873.75,104.89,0
2,DSL,Yes,Month-to-month,Credit card (automatic),50.2,109.25,54.62,0
2,Fiber optic,No,Month-to-month,Electronic check,88.55,179.25,89.62,1
